test,tot_cyc,tot_insn,iter
0,5060704957,9658002071,1000000
1,6769443173,12754000571,1000000
2,8550042673,15672000444,1000000
3,10002745084,18494000671,1000000
4,11480894240,21299000669,1000000
5,13240775063,24282000834,1000000
6,14790069379,27276001087,1000000
7,16599489346,30194001252,1000000
8,18228553998,32983001380,1000000
9,19704867405,35754001337,1000000
