test,tot_cyc,tot_insn,iter
0,5145072086,9658001815,1000000
1,6673912160,12754000116,1000000
2,8308633984,15672001088,1000000
3,9684616626,18494000743,1000000
4,10988707864,21299000897,1000000
5,12513731396,24282000799,1000000
6,14070812728,27276000972,1000000
7,15593670726,30194000972,1000000
8,17248266136,32983001264,1000000
9,18735773521,35754001377,1000000
