test,tot_cyc,tot_insn,iter
0,5116478908,9669002193,1000000
1,6521687365,12776000590,1000000
2,7994014102,15661000680,1000000
3,9505387565,18450000764,1000000
4,11224661208,21310000915,1000000
5,15986786276,24348003231,1000000
6,14461674299,27264999071,1000000
7,15519780178,30105999900,1000000
8,17272321932,32993998621,1000000
9,18718287416,35864000770,1000000
