test,tot_cyc,tot_insn,iter
0,4910493744,9680002177,1000000
1,6662801441,12754000569,1000000
2,8132484244,15650000691,1000000
3,9588722689,18483000785,1000000
4,10969387180,21321000913,1000000
5,12515549570,24326000993,1000000
6,14172922037,27210000140,1000000
7,15566660673,30183001171,1000000
8,17234320223,33005001279,1000000
9,18671577066,35842001104,1000000
